text,sentiment,polarity,subjectivity,Preprocess
House # Mormont you served well # ladyLyannaMormont # LyannaMormont # JeorMormont they'll be OK,Pos,0.5,0.5,house mormont you served well ladylyannamormont lyannamormont jeormormont they ll be ok
Pretty much! # GameofThrones # GoTS8 # BattleOfWinterfell # GOT # AryaStark # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannister # DemThroneshttps://twitter.com/mikehawk467/status/1122702091372441600 …,Pos,0.25,0.6,pretty much gameofthrones gots8 battleofwinterfell got aryastark aegontargaryen daenerys branstark sansastark greyworm jamielannister demthroneshttps twitter com mikehawk467 status 1122702091372441600
Yes it was dark as hell # GameofThrones # GoTS8 # BattleOfWinterfell # GOT # AryaStark # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannister # DemThroneshttps://twitter.com/Variety/status/1122702088406958083 …,Neg,-0.15,0.4,yes it wa dark a hell gameofthrones gots8 battleofwinterfell got aryastark aegontargaryen daenerys branstark sansastark greyworm jamielannister demthroneshttps twitter com variety status 1122702088406958083
# GameofThrones # GoTS8 # BattleOfWinterfell Also broke me. I am not sure what I just watched but bravo. # GOT I knew it be # AryaStark to save # ThreeEyedRaven #3000 # aegontargaryen # Daenerys # BranStark # SansaStark... https://twitter.com/iReko15/status/1122698843445977093?s=04 …,Neg,-0.25,0.8888888888888888,gameofthrones gots8 battleofwinterfell also broke me am not sure what just watched but bravo got knew it be aryastark to save threeeyedraven 3000 aegontargaryen daenerys branstark sansastark http twitter com ireko15 status 1122698843445977093 04
# GameofThrones # GoTS8 # BattleOfWinterfell Also broke me. I am not sure what I just watched but bravo. # GOT I knew it be # AryaStark to say # ThreeEyedRaven # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannisterhttps://twitter.com/iReko15/status/1122698843445977093 …,Neg,-0.25,0.8888888888888888,gameofthrones gots8 battleofwinterfell also broke me am not sure what just watched but bravo got knew it be aryastark to say threeeyedraven aegontargaryen daenerys branstark sansastark greyworm jamielannisterhttps twitter com ireko15 status 1122698843445977093
I had to turn the setting on my TV to 100% brightness # GameofThrones # GoTS8 # BattleOfWinterfell # GOT # AryaStark # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannister # DemThroneshttps://twitter.com/evanhaltom/status/1122698795408662529 …,Neu,0.0,0.0,i had to turn the setting on my tv to 100 brightness gameofthrones gots8 battleofwinterfell got aryastark aegontargaryen daenerys branstark sansastark greyworm jamielannister demthroneshttps twitter com evanhaltom status 1122698795408662529
# GameofThrones # GoTS8 # BattleOfWinterfell Also broke me. I am not sure what I just watched but bravo. # GOT I knew it be # AryaStark to say # ThreeEyedRaven # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannister https://www.facebook.com/1519116878/posts/10218689715663574/ …,Neg,-0.25,0.8888888888888888,gameofthrones gots8 battleofwinterfell also broke me am not sure what just watched but bravo got knew it be aryastark to say threeeyedraven aegontargaryen daenerys branstark sansastark greyworm jamielannister http www facebook com 1519116878 post 10218689715663574
OMG # AryaStark yes I knew it! # GameofThrones # GoTS8 # BattleOfWinterfell # GOT # aegontargaryen # Daenerys # BranStark # SansaStark # Greyworm # JamieLannister,Neu,0.0,0.0,omg aryastark yes knew it gameofthrones gots8 battleofwinterfell got aegontargaryen daenerys branstark sansastark greyworm jamielannister
# BattleOfWinterfell Lets not talk about who died because everybody died but except # Jonsnow # AryaStark # SansaStark and guess who died yes yes yes he died and Arya killed him # GOTS8 # got # GOTS8E3 # GameofThrones # GOTS8 @ absolutesatya,Neg,-0.2,0.0,battleofwinterfell let not talk about who died because everybody died but except jonsnow aryastark sansastark and guess who died yes yes yes he died and arya killed him gots8 got gots8e3 gameofthrones gots8 absolutesatya
This episode has me like: # BattleForWinterfell # BattleOfWinterfell # got⁠ ⁠ # GameOfThrones⁠ ⁠ # GoTS8⁠ ⁠ # SundayThoughts # BranStark⁠ ⁠ # JaimeLannister⁠ ⁠ # aegontargaryen⁠ ⁠ # DaenerysTargaryen⁠ ⁠ # gots8e3 # JonSnow⁠ ⁠ # SansaStark⁠ ⁠ # TyrionLannister⁠ ⁠ # aryapic.twitter.com/sFgZb0NYHn,Neu,0.0,0.0,this episode ha me like battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister aryapic twitter com sfgzb0nyhn
No!!! # theon # BattleForWinterfell # BattleOfWinterfell # got⁠ ⁠ # GameOfThrones⁠ ⁠ # GoTS8⁠ ⁠ # SundayThoughts # BranStark⁠ ⁠ # JaimeLannister⁠ ⁠ # aegontargaryen⁠ ⁠ # DaenerysTargaryen⁠ ⁠ # gots8e3 # JonSnow⁠ ⁠ # SansaStark⁠ ⁠ # TyrionLannister⁠ ⁠pic.twitter.com/TwkK8UeqjL,Neu,0.0,0.0,no theon battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister pic twitter com twkk8ueqjl
# Jon going after the # NightKing got me like # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/uYLRqdko5m,Neu,0.0,0.0,jon going after the nightking got me like battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com uylrqdko5m
# RIP Leanna! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,Neu,0.0,0.0,rip leanna battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister
WTF - a bridge?! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/vMjxxwxT7i,Neg,-0.625,1.0,wtf bridge battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com vmjxxwxt7i
Blow em up # MELISANDRE !! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,Neu,0.0,0.0,blow em up melisandre battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister
Wth is happening # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/Fs4nRKaNZe,Neu,0.0,0.0,wth is happening battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com fs4nrkanze
OMFG # JORAH WHERE ARE YOU! And # GHOST?! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/K8kJOq1CM7,Neu,0.0,0.0,omfg jorah where are you and ghost battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com k8kjoq1cm7
GHOST!!!! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,Neu,0.0,0.0,ghost battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister
Wtf # Melisandre !!! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/S6j0iue7lM,Neg,-0.9765625,1.0,wtf melisandre battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com s6j0iue7lm
Who’s about to die? # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,Neu,0.0,0.0,who about to die battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister
Samwell in that first scene is exactly how I’m feeling rn. # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,Pos,0.25,0.29166666666666663,samwell in that first scene is exactly how m feeling rn battleforwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannister
Are y’all ready for # GOT?! # BattleOfWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannisterpic.twitter.com/1IA8PlgAqU,Pos,0.25,0.5,are all ready for got battleofwinterfell battleofwinterfell got gameofthrones gots8 sundaythoughts branstark jaimelannister aegontargaryen daenerystargaryen gots8e3 jonsnow sansastark tyrionlannisterpic twitter com 1ia8plgaqu
¿Quién morirá y quién se salvará? @ GameOfThrones # GameOfThrones # ForTheThrone # BattleOfWinterfell # TyrionLannister # JonSnow # DaenerysTargaryen # AryaStark # CerseiLannister # JaimeLannister # BrienneOfTarth # SansaStark # GoT # GoTS8 # Pictoline http://instagram.com/p/Bw0fKuPBDwc/,Neu,0.0,0.0,quién morirá quién se salvará gameofthrones gameofthrones forthethrone battleofwinterfell tyrionlannister jonsnow daenerystargaryen aryastark cerseilannister jaimelannister brienneoftarth sansastark got gots8 pictoline http instagram com bw0fkupbdwc
# GoT| # GoTs8| # GameOfThrones # Daenerys| # JonSnow| # CerseiLannister| # AryaStark| # JaimeLannister| # TyrionLannister| # SansaStark| # BranStark| # BrienneOfTarth| # DavosSeaworth| # EuronGreyjoy| # JorahMormont| # Greyworm| # Melisandre| # Missandei| # SamwellTarly| # TheonGreyjou| # Varys| # TheHound| # NightKing,Neu,0.0,0.0,got gots8 gameofthrones daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark branstark brienneoftarth davosseaworth eurongreyjoy jorahmormont greyworm melisandre missandei samwelltarly theongreyjou varys thehound nightking
If # SansaStark dies,Neu,0.0,0.0,if sansastark dy
Escuchá la canción de Florence + the Machine para # GameofThrones: Jenny of Oldstones # ForTheThrone # GOT # GoTS8 # JonSnow # SamwellTarly # Daenerys # AryaStark # BranStark # JuegodeTronos # SansaStark # Tyrion # Cersei # Whitewalkers # florenceandthemachine https://youtu.be/wQhd6uv5v5E,Neu,0.0,0.0,escuchá la canción de florence the machine para gameofthrones jenny of oldstones forthethrone got gots8 jonsnow samwelltarly daenerys aryastark branstark juegodetronos sansastark tyrion cersei whitewalkers florenceandthemachine http youtu be wqhd6uv5v5e
Game Of Thrones: 10 Characters Most Likely To Die In Episode 3 https://nuruberry.com/blog-post/game-of-thrones-10-character/ … # GOT # GOTS8 # GoTPremiereNYC # GameofThrones # HBOGO # HBO # Newsnight # NightKing # SansaStark # EmiliaClarke # GameOfThornes,Pos,0.033333333333333326,0.6333333333333333,game of throne 10 character most likely to die in episode 3 http nuruberry com blog post game of throne 10 character got gots8 gotpremierenyc gameofthrones hbogo hbo newsnight nightking sansastark emiliaclarke gameofthornes
Directo de Invernatitlán: la familia Starktl # GoT # GoTS8 # stark # forthethrone # JuegoDeTronos # GameOfThrones # BranStark # AryaStark # SansaStark # JonSnow # HechoEn # mexico # cdmx # mx # códice # aztecapic.twitter.com/t0VZKlPV2q,Neg,-0.2,0.6,directo de invernatitlán la familia starktl got gots8 stark forthethrone juegodetronos gameofthrones branstark aryastark sansastark jonsnow hechoen mexico cdmx mx códice aztecapic twitter com t0vzklpv2q
Nobody has played the # GameofThrones better than Sansa Stark. Here's why: https://youtu.be/gPrh4_wcYuA # Sansa # SansaStark # GameofThronesSeason8 # GOT # GOTS8 @ SophieT @ joejonaspic.twitter.com/i7RicFyPXu,Pos,0.15,0.55,nobody ha played the gameofthrones better than sansa stark here why http youtu be gprh4_wcyua sansa sansastark gameofthronesseason8 got gots8 sophiet joejonaspic twitter com i7ricfypxu
# Sansa # SansaStark: What about the North? # Daenerys # DaenerysTargaryen: Wait,Neu,0.0,0.0,sansa sansastark what about the north daenerys daenerystargaryen wait
"Celebrate # worldbookday with a bittersweet passage from George RR Martin's # adancewithdragons He remembered a time when he thought..."" # gameofthrones # got # grrm # gots8 # asoiaf # theongreyjoy # SansaStark # read # bookvsmovie # DemThronespic.twitter.com/EchTIPrE7F""",Neu,0.0,0.0,celebrate worldbookday with bittersweet passage from george rr martin adancewithdragons he remembered time when he thought gameofthrones got grrm gots8 asoiaf theongreyjoy sansastark read bookvsmovie demthronespic twitter com echtipre7f
A time for Wolves. — Dama # SansaStark — Viento Gris # RobbStark — Peludo # RickonStark — Verano # BranStark — Nymeria # AryaStark — Fantasma # JonSnow # GameOfThrones # GoT # GOTS8 # JuegodeTronos # VivePoniente # Poreltrono # FortheThrone # CDHYF # ASOIAFpic.twitter.com/5mA6DBx5Ia,Neu,0.0,0.0,a time for wolf dama sansastark viento gris robbstark peludo rickonstark verano branstark nymeria aryastark fantasma jonsnow gameofthrones got gots8 juegodetronos viveponiente poreltrono forthethrone cdhyf asoiafpic twitter com 5ma6dbx5ia
That was harsh as fuck,Neg,-0.30000000000000004,0.6499999999999999,that wa harsh a fuck
OK so the crypts were mentioned a LOT tn ... i think our prediction number 7 could be right: http://bit.ly/2G3nKhP # gameofthrones # gots8 # got # forthethrone # Daenerys # jonsnow # sansastark # tyrionlannister # thenightking # CerseiLannister # aryastark # branstark # samwelltarly,Pos,0.39285714285714285,0.5178571428571428,ok so the crypt were mentioned lot tn think our prediction number 7 could be right http bit ly 2g3nkhp gameofthrones gots8 got forthethrone daenerys jonsnow sansastark tyrionlannister thenightking cerseilannister aryastark branstark samwelltarly
J'invite @ MythraPneuma # Daenerys # JonSnow # CerseiLannister # AryaStark # JaimeLannister # TyrionLannister # SansaStark # BranStark # BrienneOfTarth # GameOfThrones # ForTheThrone # OCSGOT # GoTS8 # GoT,Neu,0.0,0.0,j invite mythrapneuma daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark branstark brienneoftarth gameofthrones forthethrone ocsgot gots8 got
S8 Sansa be like # badbitchalert # sansastark # defenderofthenorth # housestark # queeninthenorth # gameofthrones # got # gots8 https://www.instagram.com/p/BwkcCBelBdp/?utm_source=ig_twitter_share&igshid=17d9pbo1dmifn …,Neu,0.0,0.0,s8 sansa be like badbitchalert sansastark defenderofthenorth housestark queeninthenorth gameofthrones got gots8 http www instagram com bwkccbelbdp utm_source ig_twitter_share igshid 17d9pbo1dmifn
Grande Inverno nunn’ha po cumannà na femmena # GameOfGomorra # GameOfThrones # GoT # GoTS8 # ForTheThrone # IlTronoDiSpade # SansaStark # Gomorrapic.twitter.com/cWqrYYSFXi,Neu,0.0,0.0,grande inverno nunn ha po cumannà na femmena gameofgomorra gameofthrones got gots8 forthethrone iltronodispade sansastark gomorrapic twitter com cwqryysfxi
# SansaStark’s # LeatherArmor was the # BestCharacter on # SundayNight’s # GameOfThrones https://www.vox.com/the-goods/2019/4/22/18511097/game-of-thrones-sansa-stark-leather-armor-costumes?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter … via @ voxdotcom # costumes # News # TV # HBO # GoT # GoTS8 # GameOfThronesLooseEnds # LooseEnds # GameOfThronesSeason8 # Season8,Neu,0.0,0.0,sansastark leatherarmor wa the bestcharacter on sundaynight gameofthrones http www vox com the good 2019 4 22 18511097 game of throne sansa stark leather armor costume utm_campaign vox utm_content entry utm_medium social utm_source twitter via voxdotcom costume news tv hbo got gots8 gameofthroneslooseends looseends gameofthronesseason8 season8
@ GameOfThrones # GOTS1 # RobertBaratheon said # NedStark consolidation of # Baratheon & # Stark House's between # SansaStark & # JoffreyBaratheon - How Ironic house's got consolidated last nigth betwen # AryaStark & # Gendry - Lol # AryaandGendry # GendryBaratheon # GOT # GameofThrones # GoTS8 pic.twitter.com/4QuVy5UKgG,Pos,0.2,0.5666666666666667,gameofthrones gots1 robertbaratheon said nedstark consolidation of baratheon stark house between sansastark joffreybaratheon how ironic house got consolidated last nigth betwen aryastark gendry lol aryaandgendry gendrybaratheon got gameofthrones gots8 pic twitter com 4quvy5ukgg
All # Spoilers must die! @ GameOfThrones fans who are yet to watch # season8 EP 2 right now! # Got | # GameofThrones | # gots8 | # gotseason8 | # WinterisComing | # AryaStark | # JonSnow | # gotmemes | # meme | # memes | # sansastark | # branstark I @ gameofthronesme I @ AllGOTMemespic.twitter.com/1tYGIPPOmo,Pos,0.3571428571428571,0.5357142857142857,all spoiler must die gameofthrones fan who are yet to watch season8 ep 2 right now got gameofthrones gots8 gotseason8 winteriscoming aryastark jonsnow gotmemes meme meme sansastark branstark gameofthronesme allgotmemespic twitter com 1tygippomo
# JuegodeTronos # GameOfThrones # GOT # GoTS8 # SansaStark # Daenerys Game of thronespic.twitter.com/qZLUpnI92q,Neg,-0.4,0.4,juegodetronos gameofthrones got gots8 sansastark daenerys game of thronespic twitter com qzlupni92q
¿Que te pareció el segundo capítulo de la 8va temporada de Game of Thrones? # GameofThrones # GameofThronesSeason8 # ForTheThrone # GOT # GoTS8 # JonSnow # SamwellTarly # Daenerys # AryaStark # BranStark # HBOLAT # JuegodeTronos # SansaStark # Tyrion # Cersei # WhiteWalkers,Neg,-0.4,0.4,que te pareció el segundo capítulo de la 8va temporada de game of throne gameofthrones gameofthronesseason8 forthethrone got gots8 jonsnow samwelltarly daenerys aryastark branstark hbolat juegodetronos sansastark tyrion cersei whitewalkers
Nuevo capítulo de # GamesOfThrones : 0 muertos . # GameofThrones # AryaStark # got # Got8x02 # ForTheThrone # JaimeLannister # Sansa # sansastark # GOTS8E2 # JuegodeTronos # GOTS8 pic.twitter.com/yphgDLqVj0,Neu,0.0,0.0,nuevo capítulo de gamesofthrones 0 muertos gameofthrones aryastark got got8x02 forthethrone jaimelannister sansa sansastark gots8e2 juegodetronos gots8 pic twitter com yphgdlqvj0
DALE EL PUTO NORTE DANNY!!! # GameofThrones # GoTS8 # GOT # DaenerysTargaryen # Daenerys # Sansa # SansaStark,Neu,0.0,0.0,dale el puto norte danny gameofthrones gots8 got daenerystargaryen daenerys sansa sansastark
Sansa sempre sensata # GameofThrones # GoT # GameOfThornes # GOTS8 # GOTS8E2 # sansastark # DaenerysTargaryenpic.twitter.com/nYctX9SKli,Neu,0.0,0.0,sansa sempre sensata gameofthrones got gameofthornes gots8 gots8e2 sansastark daenerystargaryenpic twitter com nyctx9skli
Théon pendant un moment il penser à baiser Sansa mais il as oublié sa bite chez les Bolton # GOTS8E2 # GameofThrones # Theon # SansaStark # GameofThronesSeason8 # Got # Got8x02 # GotS8 pic.twitter.com/tWHF2eTHnN,Neu,0.0,0.0,théon pendant un moment il penser à baiser sansa mais il a oublié sa bite chez le bolton gots8e2 gameofthrones theon sansastark gameofthronesseason8 got got8x02 gots8 pic twitter com twhf2ethnn
¿Quien crees que morira primero en el capitulo 8x03 de # GOT ? # AryaStark # JaimeLannister # TyrionLannister # SansaStark # BranStark # BrienneOfTarth # DavosSeaworth # EuronGreyjoy # JorahMormont # Greyworm # Missandei # SamwellTarly # TheonGreyjoy # Varys # TheHound # GameOfThrones # GotS8,Neu,0.0,0.0,quien cree que morira primero en el capitulo 8x03 de got aryastark jaimelannister tyrionlannister sansastark branstark brienneoftarth davosseaworth eurongreyjoy jorahmormont greyworm missandei samwelltarly theongreyjoy varys thehound gameofthrones gots8
That’s it? I thought these episodes were longer # GoT # GameOfThrones # GOTS8 # AryaStark # JonSnow # AegonTargaryen # TyrionLannister # JaimeLannister # Gendry # SansaStark,Neu,0.0,0.0,that it thought these episode were longer got gameofthrones gots8 aryastark jonsnow aegontargaryen tyrionlannister jaimelannister gendry sansastark
I’m scared lol # GoT # GameOfThrones # GOTS8 # AryaStark # JonSnow # AegonTargaryen # TyrionLannister # JaimeLannister # Gendry # SansaStark,Pos,0.8,0.7,i scared lol got gameofthrones gots8 aryastark jonsnow aegontargaryen tyrionlannister jaimelannister gendry sansastark
Do y’all see how FIERCE # SansaStark is looking in that battle suit though??? # GameOfThrones # GoT # GoTS8 pic.twitter.com/eXqQAG62Jg,Neu,0.0,0.0,do all see how fierce sansastark is looking in that battle suit though gameofthrones got gots8 pic twitter com exqqag62jg
In the end,Neu,0.0,0.0,in the end
Winterfell's Daughter. https://www.patreon.com/dpillustrations # ASOIAF # GOT # GoTS8 # GameofThrones # GameofThronesSeason8 # SansaStark # PatreonRewardspic.twitter.com/ghtRDxIlyB,Neu,0.0,0.0,winterfell daughter http www patreon com dpillustrations asoiaf got gots8 gameofthrones gameofthronesseason8 sansastark patreonrewardspic twitter com ghtrdxilyb
For everything that happened in the MASSIVE Season 8 premiere of # GameofThrones,Neu,0.0,1.0,for everything that happened in the massive season 8 premiere of gameofthrones
Game of Thrones is on at 2AM on Sky Atlantic,Neg,-0.4,0.4,game of throne is on at 2am on sky atlantic
# whowillwinthethrone Mi cuartos están con # sansastark # got # gots8 # gameofthrones # fotthethrone # hbo # xfinity https://www.instagram.com/p/BwhPN1qhvUv/?utm_source=ig_twitter_share&igshid=1462r24ngdx2i …,Neu,0.0,0.0,whowillwinthethrone mi cuartos están con sansastark got gots8 gameofthrones fotthethrone hbo xfinity http www instagram com bwhpn1qhvuv utm_source ig_twitter_share igshid 1462r24ngdx2i
It's tough being # Sansa. To be a Lady of Winterfell and a caring sister at the same time. # GameOfThrones # GoT # GotS8 # HBO # SansaStark # Winterfell # LadyOfWinterfell # Starks # AryaStark # BranStark # RickonStark # RobbStark # JonSnow # socialmediacalenda… https://www.instagram.com/p/BwgowRGgZGU/ pic.twitter.com/6jIcuUyIvW,Neg,-0.19444444444444445,0.4791666666666667,it tough being sansa to be lady of winterfell and caring sister at the same time gameofthrones got gots8 hbo sansastark winterfell ladyofwinterfell starks aryastark branstark rickonstark robbstark jonsnow socialmediacalenda http www instagram com bwgowrggzgu pic twitter com 6jicuuyivw
Oh my,Neu,0.0,0.0,oh my
Got # dragons? Whether you're a # GOT fan or # cat lover ,Neu,0.0,0.0,got dragon whether you re got fan or cat lover
